web_name,team,pos,price,owned_pct,total_points,form,minutes,starts,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,transfers_in_event,transfers_out_event,net_transfers_event,cost_change_event,status,chance_of_playing_next_round
Austin,TOT,GKP,4.0,1.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,2395,1691,704,0.0,a,
Olusesi,TOT,MID,4.4,1.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,20269,5931,14338,0.0,a,
Rushworth,COV,GKP,4.5,0.9,5,1.2,360,4,0,0,0.00,0.02,0.02,7.53,0,445,3728,-3283,0.0,a,
Enciso,IPS,MID,5.5,0.9,13,3.2,340,4,0,2,0.92,0.84,1.76,6.71,26,2970,5548,-2578,0.0,a,100
Ouattara,IPS,DEF,4.0,0.9,4,1.0,41,0,0,0,0.00,0.02,0.02,0.89,3,1159,1963,-804,0.0,a,
Matheus N.,MCI,DEF,5.9,0.9,10,2.5,123,1,0,0,0.00,0.05,0.05,1.10,12,2071,1689,382,0.0,a,100
Burn,NEW,DEF,4.9,0.9,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,85,4892,-4807,0.0,i,0
Davies,TOT,DEF,4.0,0.9,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,865,2948,-2083,0.0,a,
Fernandes,TOT,MID,5.8,0.9,6,1.5,204,2,0,0,0.12,0.26,0.38,3.61,14,579,5730,-5151,0.0,a,
Solanke,TOT,FWD,5.9,0.9,5,1.2,105,1,0,0,0.44,0.01,0.45,1.56,3,1677,4945,-3268,0.0,a,
Hill,BOU,DEF,5.5,0.8,8,2.0,360,4,0,0,0.00,0.77,0.77,5.30,35,1240,3933,-2693,0.0,a,
Welbeck,CHE,FWD,5.9,0.8,2,0.5,15,0,0,0,0.00,0.06,0.06,0.54,1,1882,4782,-2900,0.0,a,100
Sánchez,CHE,GKP,4.9,0.8,2,0.5,90,1,0,0,0.00,0.01,0.01,1.33,0,0,6807,-6807,0.0,u,0
Palestra,CHE,DEF,5.3,0.8,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,56,9239,-9183,-0.1,i,0
Thomas-Asante,COV,FWD,5.0,0.8,5,1.2,137,1,0,0,0.21,0.05,0.26,3.88,11,3222,4377,-1155,0.0,a,
Wharton,CRY,MID,5.5,0.8,10,2.5,346,4,0,0,0.08,0.36,0.44,7.60,34,1127,4750,-3623,0.0,a,100
Keane,EVE,DEF,4.8,0.8,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,710,5026,-4316,-0.1,a,
Beto,EVE,FWD,5.4,0.8,2,0.5,31,0,0,0,0.09,0.00,0.09,1.92,1,0,10594,-10594,0.0,u,0
Castagne,FUL,DEF,4.5,0.8,19,4.8,318,4,0,2,0.67,0.38,1.05,5.21,20,5588,2270,3318,0.0,a,
Bijol,LEE,DEF,5.0,0.8,12,3.0,164,2,0,0,0.11,0.00,0.11,3.16,21,1115,3526,-2411,0.0,a,
Richarlison,TOT,FWD,5.9,0.8,2,0.5,67,1,0,0,0.00,0.00,0.00,3.02,1,0,8825,-8825,0.0,u,0
Maatsen,AVL,DEF,4.5,0.7,9,2.2,335,4,0,0,0.28,0.45,0.73,6.54,24,488,11030,-10542,0.0,d,25
Yarmoliuk,BRE,MID,4.9,0.7,6,1.5,148,1,0,1,0.07,0.24,0.31,4.03,16,335,3258,-2923,0.0,a,
Hinshelwood,BHA,MID,5.9,0.7,16,4.0,63,1,2,0,1.41,0.02,1.43,0.19,3,59,13493,-13434,-0.1,i,0
Kostoulas,BHA,FWD,5.5,0.7,18,4.5,278,3,1,2,1.17,0.05,1.22,6.78,23,16645,3893,12752,0.0,a,
Estêvão,CHE,MID,6.3,0.7,3,0.8,20,0,0,0,0.07,0.07,0.14,0.58,2,926,4865,-3939,-0.1,a,
Dasilva,COV,DEF,4.0,0.7,5,1.2,354,4,0,0,0.18,0.48,0.66,7.53,19,366,1712,-1346,0.0,a,
Amenda,COV,DEF,4.0,0.7,4,1.0,360,4,0,0,0.02,0.39,0.41,7.53,24,898,1859,-961,0.0,a,
Simms,COV,FWD,5.0,0.7,3,0.8,88,1,0,0,0.30,0.01,0.31,2.55,3,1178,4360,-3182,0.0,a,
Sarr,CRY,MID,6.2,0.7,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,32,5899,-5867,-0.1,i,0
George,EVE,MID,5.5,0.7,18,4.5,298,4,1,0,0.32,0.31,0.63,3.33,16,14898,3295,11603,0.0,a,
Bassey,FUL,DEF,4.5,0.7,9,2.2,360,4,0,0,0.07,0.07,0.14,7.51,21,1596,1307,289,0.0,a,
Iwobi,FUL,MID,5.4,0.7,9,2.2,338,4,0,0,0.20,0.81,1.01,7.04,22,1110,3710,-2600,0.0,a,
Doku,MCI,MID,7.4,0.7,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,110,3090,-2980,0.0,i,0
Botman,NEW,DEF,5.0,0.7,11,2.8,324,4,0,0,0.01,0.17,0.18,6.82,35,2346,1894,452,0.0,a,
Ndoye,NFO,MID,5.5,0.7,14,3.5,258,4,1,0,1.05,0.88,1.93,3.21,19,5841,4363,1478,0.0,a,
Sávio,TOT,MID,6.5,0.7,6,1.5,150,2,0,0,0.12,0.53,0.65,1.60,6,3535,5075,-1540,0.0,a,100
Lewis-Skelly,ARS,MID,5.5,0.6,9,2.2,271,4,0,0,0.16,0.23,0.39,1.02,14,1350,4744,-3394,0.0,a,
Zubimendi,ARS,MID,5.3,0.6,4,1.0,59,0,0,0,0.08,0.04,0.12,0.68,11,605,4100,-3495,-0.1,a,
Burrowes,AVL,MID,4.5,0.6,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,1002,3008,-2006,0.0,a,
O.Dango,BRE,MID,6.4,0.6,6,1.5,170,2,0,0,0.09,0.39,0.48,2.68,28,214,5636,-5422,0.0,a,
Awoniyi,COV,FWD,5.5,0.6,3,0.8,232,3,0,0,1.30,0.04,1.34,3.55,11,482,7760,-7278,0.0,s,0
Richards,CRY,DEF,5.0,0.6,6,1.5,360,4,0,0,0.08,0.06,0.14,8.15,44,768,2989,-2221,0.0,a,
Strand Larsen,CRY,FWD,6.0,0.6,12,3.0,217,2,1,0,0.39,0.03,0.42,4.89,10,6278,2700,3578,0.0,a,
Nketiah,CRY,FWD,5.5,0.6,7,1.8,167,3,0,1,1.10,0.58,1.68,4.45,11,198,9410,-9212,0.0,d,75
Maitland-Niles,EVE,DEF,4.5,0.6,13,6.5,87,1,1,0,0.06,0.14,0.20,0.72,5,21239,1904,19335,0.0,a,
Coyle,HUL,DEF,4.0,0.6,13,3.2,258,4,0,0,0.13,0.03,0.16,4.78,9,4844,1441,3403,0.0,a,100
Herrington,HUL,DEF,4.0,0.6,4,1.0,107,0,0,0,0.00,0.01,0.01,1.92,8,1547,1308,239,0.0,a,
Button,IPS,GKP,4.0,0.6,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,935,815,120,0.0,a,
Kipré,IPS,DEF,3.9,0.6,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,7249,1816,5433,-0.1,a,
Scherpen,IPS,GKP,4.5,0.6,7,1.8,360,4,0,0,0.00,0.01,0.01,6.74,0,810,1246,-436,0.0,a,
Aaronson,LEE,MID,5.4,0.6,5,1.2,154,2,0,0,0.01,0.02,0.03,3.08,10,282,2606,-2324,0.0,a,
Zetterer,LEE,GKP,4.0,0.6,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,7699,1593,6106,0.0,a,
Andrey Santos,MUN,MID,4.8,0.6,4,1.0,82,1,0,0,0.00,0.24,0.24,2.03,18,1123,5486,-4363,-0.1,a,
Dorgu,MUN,MID,5.8,0.6,6,1.5,165,2,0,0,0.65,0.08,0.73,3.38,18,1238,3519,-2281,0.0,a,
Woltemade,NEW,FWD,5.9,0.6,4,1.0,19,0,0,1,0.02,0.01,0.03,0.38,0,0,5660,-5660,0.0,u,0
Neave,NEW,FWD,4.5,0.6,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,3809,-3809,0.0,u,0
J.Angulo,SUN,FWD,4.5,0.6,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,11974,3556,8418,0.0,a,
Damsgaard,BRE,MID,5.5,0.5,13,3.2,197,2,0,1,0.13,0.45,0.58,2.36,21,488,2991,-2503,0.0,a,
Georginio,BHA,FWD,5.4,0.5,5,1.2,90,1,0,1,0.08,0.44,0.52,0.29,7,423,5265,-4842,0.0,d,75
Bentley,COV,GKP,4.0,0.5,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,3230,816,2414,0.0,a,
Kamada,CRY,MID,5.0,0.5,18,4.5,351,4,0,3,0.05,0.35,0.40,7.54,28,9177,2030,7147,0.0,a,
Chilwell,CRY,DEF,4.5,0.5,8,4.0,29,0,1,0,0.27,0.01,0.28,1.12,1,1684,3431,-1747,0.0,a,
Crooks,HUL,MID,4.5,0.5,3,0.8,158,2,0,0,0.00,0.00,0.00,2.38,19,1804,2115,-311,0.0,a,100
Furlong,IPS,DEF,4.0,0.5,1,0.2,17,0,0,0,0.00,0.00,0.00,0.86,3,125,1126,-1001,0.0,a,
Nmecha,LEE,FWD,5.4,0.5,5,1.2,38,0,0,1,0.27,0.14,0.41,2.25,1,2208,2153,55,0.0,a,
Ngumoha,LIV,MID,5.8,0.5,4,1.0,99,1,0,0,0.15,0.05,0.20,0.68,4,702,4562,-3860,0.0,a,
Yoro,MUN,DEF,4.9,0.5,2,0.5,22,0,0,0,0.00,0.02,0.02,1.09,5,300,2050,-1750,0.0,a,
Mazraoui,MUN,DEF,4.4,0.5,3,0.8,97,1,0,0,0.22,0.06,0.28,2.08,6,1331,3206,-1875,0.0,a,
Willock,NEW,MID,5.0,0.5,11,2.8,166,2,1,0,0.52,0.20,0.72,3.57,8,2466,2474,-8,0.0,a,
I.Sangaré,NFO,MID,4.9,0.5,3,0.8,98,1,0,0,0.09,0.02,0.11,0.56,8,559,1854,-1295,0.0,a,100
Diomande,NFO,DEF,5.4,0.5,5,1.2,91,1,0,0,0.11,0.00,0.11,0.82,14,1260,1297,-37,0.0,a,
Merino,ARS,MID,5.8,0.4,3,0.8,51,0,0,0,0.14,0.02,0.16,0.26,6,525,3134,-2609,0.0,a,
Mings,AVL,DEF,4.5,0.4,7,1.8,171,1,0,0,0.20,0.02,0.22,2.87,11,1103,1909,-806,0.0,a,
Pau,AVL,DEF,4.5,0.4,3,0.8,187,3,0,0,0.00,0.01,0.01,4.79,9,179,3203,-3024,0.0,d,75
Garnacho,AVL,MID,5.8,0.4,3,0.8,31,0,0,0,0.00,0.00,0.00,0.49,2,299,3457,-3158,-0.1,a,
Silva,BOU,DEF,5.0,0.4,10,2.5,360,4,0,0,0.85,0.27,1.12,5.30,41,674,1767,-1093,0.0,a,
Ayari,BHA,MID,5.4,0.4,12,3.0,243,3,1,0,0.59,0.10,0.69,4.01,14,1277,1588,-311,0.0,a,100
Acheampong,CHE,DEF,4.5,0.4,5,1.2,202,2,0,0,0.00,0.02,0.02,3.52,19,628,2543,-1915,0.0,a,
Mheuka,CHE,FWD,4.5,0.4,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,2157,2164,-7,0.0,a,
Wilson,COV,GKP,4.5,0.4,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,64,656,-592,0.0,a,
Kitching,COV,DEF,4.0,0.4,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,2060,-2060,0.0,u,0
Yeremy,CRY,MID,5.5,0.4,12,3.0,226,3,0,2,0.36,0.40,0.76,5.67,21,673,4353,-3680,0.0,a,
Grealish,EVE,MID,6.5,0.4,3,0.8,57,0,0,0,0.02,0.14,0.16,0.61,6,3187,2414,773,0.0,a,100
Armstrong,EVE,MID,5.0,0.4,14,3.5,356,4,0,1,0.09,0.12,0.21,5.50,35,3136,2477,659,0.0,a,
Muniz,FUL,FWD,5.4,0.4,3,0.8,28,0,0,0,0.40,0.00,0.40,0.49,2,1226,2162,-936,0.0,a,
Walton,IPS,GKP,4.4,0.4,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,346,815,-469,0.0,a,
Aït-Nouri,MCI,DEF,5.3,0.4,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,567,2561,-1994,0.0,a,
Zirkzee,MUN,FWD,5.4,0.4,1,0.2,7,0,0,0,0.00,0.01,0.01,0.02,3,1195,2378,-1183,0.0,a,
J.Ramsey,NEW,MID,4.9,0.4,7,1.8,69,0,1,0,0.17,0.16,0.33,1.92,11,1522,1549,-27,0.0,a,
Osula,NEW,FWD,5.9,0.4,4,1.0,55,1,0,1,0.06,0.14,0.20,1.48,5,82,2554,-2472,0.0,i,0
Udogie,TOT,DEF,4.5,0.4,7,1.8,86,1,0,0,0.00,0.23,0.23,1.17,4,44,3086,-3042,0.0,a,100
Maddison,TOT,MID,6.3,0.4,2,0.5,35,0,0,0,0.00,0.02,0.02,0.88,5,458,1775,-1317,0.0,a,100
Lindelöf,AVL,DEF,4.5,0.3,7,1.8,360,4,0,0,0.44,0.17,0.61,7.66,16,1125,1122,3,0.0,a,
Barkley,AVL,MID,5.0,0.3,9,2.2,302,4,0,0,0.38,0.14,0.52,6.58,24,844,1440,-596,0.0,a,
Kamara,AVL,MID,5.0,0.3,9,2.2,360,4,0,0,0.00,0.15,0.15,7.66,30,816,1901,-1085,0.0,a,100
Soler,BOU,DEF,4.0,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,1070,942,128,0.0,a,100
Adams,BOU,MID,5.0,0.3,8,2.0,192,2,0,0,0.03,0.03,0.06,1.34,28,1265,1654,-389,0.0,a,100
Wilson,BRE,FWD,5.5,0.3,3,0.8,13,0,0,0,0.07,0.04,0.11,0.15,2,550,2519,-1969,0.0,a,
Boscagli,BHA,DEF,4.5,0.3,13,3.2,347,4,0,0,0.06,0.51,0.57,6.82,22,541,814,-273,0.0,a,
Oriola,BHA,MID,4.5,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,446,1130,-684,0.0,a,
Andrews,COV,MID,4.5,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,2262,-2262,0.0,u,0
Tomiyasu,CRY,DEF,4.5,0.3,2,0.5,144,1,0,0,0.00,0.02,0.02,3.44,14,154,1099,-945,0.0,a,
Khalaili,CRY,DEF,5.0,0.3,13,3.2,289,3,1,0,0.96,0.31,1.27,7.10,38,2985,1293,1692,0.0,a,
O'Brien,EVE,DEF,4.9,0.3,1,0.2,15,0,0,0,0.00,0.00,0.00,0.26,1,370,1059,-689,0.0,a,
Smith Rowe,FUL,MID,5.4,0.3,3,0.8,38,0,0,0,0.06,0.02,0.08,0.87,3,216,1408,-1192,0.0,a,
Bobb,FUL,MID,5.5,0.3,10,2.5,273,4,0,0,0.32,1.05,1.37,5.07,22,807,1564,-757,0.0,a,
Berge,FUL,MID,4.9,0.3,8,2.0,273,3,0,0,0.03,0.34,0.37,6.18,17,753,1166,-413,0.0,a,
Sessegnon,FUL,DEF,4.4,0.3,3,0.8,50,0,0,0,0.13,0.44,0.57,1.80,3,194,1527,-1333,0.0,d,75
Zepa,FUL,MID,4.5,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,744,2156,-1412,0.0,a,
Dowell,HUL,MID,4.5,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,615,1784,-1169,0.0,a,
Norton-Cuffy,HUL,DEF,4.0,0.3,1,0.5,34,0,0,0,0.05,0.00,0.05,0.30,1,2612,1472,1140,0.0,a,
Maeda,IPS,MID,5.4,0.3,7,1.8,243,3,0,0,0.71,0.01,0.72,5.57,19,89,1573,-1484,0.0,a,
Perri,LEE,GKP,4.5,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,1421,-1421,0.0,u,0
Okafor,LEE,MID,5.8,0.3,7,1.8,207,3,0,0,0.10,0.25,0.35,1.38,12,728,1590,-862,-0.1,a,
Heaven,MUN,DEF,4.4,0.3,1,0.2,90,1,0,0,0.12,0.04,0.16,1.01,2,305,1491,-1186,0.0,a,
Amad,MUN,MID,5.8,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,39,2368,-2329,0.0,i,0
Fletcher,MUN,MID,4.5,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,277,1126,-849,0.0,a,
N.Gonzalez,NEW,MID,5.5,0.3,5,1.2,164,3,0,0,0.00,0.21,0.21,2.36,12,986,999,-13,0.0,a,
Spence,TOT,DEF,4.5,0.3,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,1318,-1318,0.0,u,0
Alderete,SUN,DEF,4.9,0.3,1,0.2,23,0,0,0,0.00,0.01,0.01,0.10,0,112,1635,-1523,0.0,a,100
Reinildo,SUN,DEF,4.5,0.3,7,1.8,360,4,0,0,0.00,0.32,0.32,5.05,29,108,3624,-3516,0.0,s,0
Meunier,SUN,DEF,4.5,0.3,11,2.8,318,4,0,0,0.34,0.13,0.47,4.60,16,448,774,-326,0.0,a,100
J.Timber,ARS,DEF,6.5,0.2,1,0.2,45,0,0,0,0.00,0.01,0.01,1.57,3,7305,1020,6285,0.0,a,100
Saliba,ARS,DEF,5.9,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,214,1024,-810,0.0,i,0
Madueke,ARS,MID,6.3,0.2,2,0.5,23,0,0,0,0.00,0.05,0.05,0.15,3,219,1785,-1566,0.0,a,
G.Jesus,ARS,FWD,5.9,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,1164,-1164,0.0,u,0
Abraham,AVL,FWD,5.5,0.2,3,0.8,69,0,0,0,0.00,0.00,0.00,2.26,2,898,988,-90,0.0,a,100
Madjo,AVL,FWD,5.4,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,129,1767,-1638,-0.1,i,0
Rowe,AVL,DEF,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,862,688,174,0.0,a,
Wan-Bissaka,AVL,DEF,4.5,0.2,5,1.7,107,1,0,0,0.00,0.06,0.06,2.63,15,1904,740,1164,0.0,a,
Diakité,BOU,DEF,5.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,381,1056,-675,0.0,a,
Cook,BOU,MID,5.0,0.2,7,1.8,165,2,0,0,0.00,0.01,0.01,3.95,12,339,1635,-1296,0.0,a,
Kroupi.Jr,BOU,MID,7.4,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,59,818,-759,0.0,i,0
Sanchez,BOU,DEF,4.4,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,97,513,-416,-0.1,a,
Henry,BRE,DEF,4.4,0.2,1,0.2,2,0,0,0,0.00,0.00,0.00,0.00,0,128,699,-571,-0.1,a,
Wieffer,BHA,DEF,5.0,0.2,7,1.8,156,2,0,0,0.12,0.13,0.25,3.18,15,21,3172,-3151,0.0,i,0
Struijk,BHA,DEF,5.0,0.2,2,0.5,13,0,0,0,0.00,0.01,0.01,0.22,4,301,1000,-699,0.0,a,100
David,BHA,FWD,6.0,0.2,1,0.2,23,0,0,0,0.42,0.00,0.42,0.14,0,805,2037,-1232,0.0,a,
Fofana,CHE,DEF,5.0,0.2,4,1.0,242,3,0,0,0.00,0.08,0.08,4.20,32,1224,1163,61,0.0,a,100
Lavia,CHE,MID,5.0,0.2,11,2.8,258,4,1,0,0.75,0.11,0.86,5.06,31,1095,1865,-770,0.0,a,
Marc Guiu,CHE,FWD,5.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,1711,-1711,0.0,u,0
Chavarria,CHE,DEF,4.9,0.2,4,1.0,118,0,0,0,0.00,0.03,0.03,1.45,7,179,703,-524,0.0,a,
Shepherd,COV,MID,4.5,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,222,1017,-795,0.0,a,
Yirenkyi,COV,MID,4.9,0.2,6,1.5,175,2,0,0,0.03,0.14,0.17,3.17,16,117,1002,-885,0.0,a,
Canvot,CRY,DEF,4.9,0.2,2,0.5,270,3,0,0,0.05,0.01,0.06,6.47,24,105,1662,-1557,0.0,a,
Hackney,EVE,MID,5.5,0.2,9,2.2,136,1,0,1,0.05,0.13,0.18,3.75,12,268,797,-529,0.0,a,100
Tete,FUL,DEF,4.4,0.2,0,0.0,27,0,0,0,0.00,0.00,0.00,0.65,3,161,639,-478,0.0,a,
Palacios,FUL,MID,5.4,0.2,11,2.8,207,3,1,0,0.98,0.03,1.01,4.97,13,173,1018,-845,-0.1,a,
Hughes,HUL,DEF,3.9,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,8581,1889,6692,-0.1,i,0
Destan,HUL,FWD,4.5,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,1118,-1118,0.0,u,0
Clarke,IPS,MID,5.4,0.2,9,2.2,105,1,1,0,0.30,0.04,0.34,0.29,6,164,1156,-992,0.0,a,
Fatawu,IPS,MID,5.5,0.2,9,2.2,286,4,0,1,0.03,0.83,0.86,6.11,24,216,1060,-844,0.0,a,
Tanaka,LEE,MID,4.9,0.2,10,2.5,171,2,0,2,0.59,0.04,0.63,2.27,23,1136,988,148,0.0,a,
Cairns,LEE,GKP,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,1302,504,798,0.0,a,
Davies,LIV,GKP,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,345,312,33,0.0,a,
McConnell,LIV,MID,4.5,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,210,871,-661,0.0,a,
Danns,LIV,FWD,4.5,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,2562,936,1626,0.0,a,100
Lewis,MCI,DEF,4.4,0.2,1,0.2,56,1,0,0,0.17,0.02,0.19,0.55,2,520,1122,-602,0.0,a,
Bouaddi,MCI,MID,5.5,0.2,2,0.7,22,0,0,0,0.00,0.12,0.12,0.37,6,1492,1728,-236,0.0,a,
Braithwaite,MCI,DEF,4.0,0.2,1,0.3,1,0,0,0,0.00,0.00,0.00,0.00,0,1174,1176,-2,0.0,a,
Amass,MUN,DEF,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,623,704,-81,0.0,a,
Bendito Mantato,MUN,MID,4.5,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,290,729,-439,0.0,a,
Schär,NEW,DEF,5.0,0.2,1,0.2,1,0,0,0,0.00,0.00,0.00,0.79,0,530,760,-230,0.0,a,100
Shahar,NEW,DEF,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,2963,-2963,0.0,u,0
Jair Cunha,NFO,DEF,4.5,0.2,10,2.5,270,3,0,0,0.03,0.01,0.04,3.28,28,118,1684,-1566,0.0,d,50
O.Richards,NFO,DEF,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,399,597,-198,0.0,a,
Abbott,NFO,DEF,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,938,-938,0.0,u,0
Hudson-Odoi,NFO,MID,5.8,0.2,1,0.2,1,0,0,0,0.00,0.00,0.00,0.00,0,577,1070,-493,-0.1,a,100
Tosin,TOT,DEF,4.4,0.2,1,0.2,5,0,0,0,0.00,0.00,0.00,0.03,4,178,380,-202,0.0,a,
Souza,TOT,DEF,4.0,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,1026,-1026,0.0,u,0
Tel,TOT,MID,5.8,0.2,8,2.0,257,3,0,0,0.21,0.23,0.44,5.55,13,250,2308,-2058,0.0,a,
Bentancur,TOT,MID,5.5,0.2,11,2.8,287,3,0,0,0.02,0.08,0.10,4.49,43,468,572,-104,0.0,a,
Gallagher,TOT,MID,5.4,0.2,3,0.8,128,2,0,0,0.02,0.12,0.14,2.58,14,118,1071,-953,0.0,a,
Bergvall,TOT,MID,5.4,0.2,2,0.5,72,1,0,0,0.06,0.26,0.32,2.14,12,87,476,-389,0.0,a,
Gray,TOT,MID,4.9,0.2,7,1.8,236,3,0,0,0.09,0.04,0.13,4.99,22,628,833,-205,-0.1,a,
Danso,SUN,DEF,5.0,0.2,3,0.8,180,2,0,0,0.00,0.16,0.16,3.09,12,637,579,58,0.0,a,
Sadiki,SUN,MID,4.9,0.2,8,2.0,343,4,0,0,0.40,0.23,0.63,5.45,26,556,1384,-828,0.0,a,
Ahoka,SUN,MID,4.5,0.2,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,1103,1515,-412,0.0,a,
Arrizabalaga,ARS,GKP,4.9,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,68,246,-178,0.0,a,
Martinelli,ARS,MID,6.3,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,780,-780,0.0,u,0
Dowman,ARS,MID,5.3,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,163,493,-330,0.0,a,
M.Bizot,AVL,GKP,4.5,0.1,1,0.2,90,1,0,0,0.00,0.00,0.00,3.77,0,180,493,-313,0.0,a,
Digne,AVL,DEF,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,226,-226,0.0,u,0
Bogarde,AVL,MID,5.0,0.1,1,0.2,16,0,0,0,0.00,0.00,0.00,0.22,1,232,430,-198,0.0,a,
Nedeljkovic,AVL,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,513,-513,0.0,u,0
Bailey,AVL,MID,5.4,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,771,-771,0.0,u,0
Manzambi,AVL,MID,5.9,0.1,1,0.2,27,0,0,0,0.00,0.08,0.08,0.86,2,672,436,236,0.0,a,100
Ruggeri,AVL,DEF,4.5,0.1,2,0.5,23,0,0,0,0.00,0.01,0.01,0.49,3,215,504,-289,0.0,a,
Lynch,AVL,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,674,-674,0.0,u,0
Mbaye,AVL,MID,6.0,0.1,1,0.5,27,0,0,0,0.02,0.13,0.15,0.86,2,796,569,227,0.0,a,
Dennis,BOU,GKP,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,428,-428,0.0,u,0
Smith,BOU,DEF,4.5,0.1,2,0.5,360,4,0,0,0.01,0.07,0.08,5.30,21,342,720,-378,0.0,a,
Gannon-Doak,BOU,MID,4.9,0.1,3,0.8,10,0,0,0,0.12,0.03,0.15,0.35,7,125,326,-201,0.0,a,
Brooks,BOU,MID,5.0,0.1,2,0.5,30,0,0,0,0.00,0.01,0.01,0.50,3,192,372,-180,0.0,a,100
Rodríguez,BOU,FWD,6.0,0.1,2,0.5,10,0,0,0,0.00,0.00,0.00,0.18,1,338,546,-208,0.0,a,100
Jebbison,BOU,FWD,5.0,0.1,2,0.5,16,0,0,0,0.10,0.00,0.10,0.36,1,802,791,11,0.0,a,
Valdimarsson,BRE,GKP,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,107,314,-207,0.0,a,
Van den Berg,BRE,DEF,4.9,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,13,328,-315,0.0,i,0
Hickey,BRE,DEF,4.5,0.1,4,1.0,131,1,0,0,0.03,0.05,0.08,2.79,13,131,247,-116,0.0,a,
Schuster,BRE,DEF,4.5,0.1,7,1.8,163,1,0,0,0.10,0.02,0.12,3.36,22,128,238,-110,0.0,a,
