web_name,team,pos,price,owned_pct,total_points,form,minutes,starts,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,transfers_in_event,transfers_out_event,net_transfers_event,cost_change_event,status,chance_of_playing_next_round
Jensen,BRE,MID,5.4,0.1,6,1.5,66,1,0,1,0.08,0.34,0.42,0.47,5,6,737,-731,0.0,i,0
Anthony,BRE,MID,5.9,0.1,5,1.2,187,2,0,0,0.19,0.52,0.71,2.80,24,171,895,-724,-0.1,a,
Diouf,BRE,DEF,4.5,0.1,1,0.3,30,0,0,0,0.00,0.01,0.01,0.50,1,497,758,-261,0.0,a,
Svoboda,BHA,DEF,5.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,262,380,-118,0.0,a,
O'Riley,BHA,MID,5.5,0.1,1,0.2,6,0,0,0,0.00,0.01,0.01,0.04,1,232,510,-278,0.0,a,
Chalobah,CHE,DEF,5.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,355,-355,0.0,u,0
D.Essugo,CHE,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,908,-908,0.0,u,0
Emegha,CHE,FWD,5.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,51,1425,-1374,0.0,i,0
Penders,CHE,GKP,4.4,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,316,266,50,0.0,a,
Barco,CHE,MID,5.5,0.1,1,0.2,29,0,0,0,0.04,0.09,0.13,0.61,3,213,580,-367,0.0,a,
Pinnock,COV,DEF,4.5,0.1,6,1.5,192,2,0,0,0.12,0.00,0.12,5.47,25,185,245,-60,0.0,a,
Onyeka,COV,MID,4.9,0.1,6,1.5,224,3,0,0,0.03,0.02,0.05,5.21,19,157,510,-353,0.0,a,
Bidwell,COV,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,194,272,-78,0.0,a,
Woolfenden,COV,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,104,489,-385,0.0,i,0
Rudoni,COV,MID,5.0,0.1,8,2.0,224,3,0,0,0.83,0.91,1.74,3.64,21,173,565,-392,0.0,a,100
Grimes,COV,MID,4.9,0.1,8,2.0,353,4,0,0,0.10,0.07,0.17,7.32,28,228,799,-571,-0.1,a,
Sakamoto,COV,MID,4.9,0.1,1,0.2,31,0,0,0,0.02,0.02,0.04,0.69,4,39,385,-346,0.0,a,
Mason-Clark,COV,MID,5.4,0.1,4,1.0,186,3,0,0,0.49,0.07,0.56,2.56,13,52,338,-286,0.0,a,100
Torp,COV,MID,5.4,0.1,3,0.8,53,0,0,0,0.00,0.12,0.12,1.22,3,15,435,-420,0.0,a,
Tchaouna,COV,MID,5.4,0.1,4,1.0,166,2,0,0,0.19,0.18,0.37,2.73,15,17,399,-382,0.0,a,
Borges Rodrigues,COV,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,779,-779,0.0,u,0
Wright,COV,FWD,5.4,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,25,497,-472,0.0,i,0
Hamer,COV,MID,5.4,0.1,3,0.8,32,0,0,0,0.00,0.02,0.02,0.82,3,35,378,-343,0.0,a,
Cherif,COV,FWD,5.0,0.1,1,0.2,30,0,0,0,0.00,0.00,0.00,1.43,1,536,513,23,0.0,a,
Mfuni,COV,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,3916,688,3228,0.0,a,
Disasi,CRY,DEF,4.5,0.1,1,0.2,139,2,0,0,0.00,0.04,0.04,3.72,20,79,2022,-1943,0.0,s,0
Benitez,CRY,GKP,4.5,0.1,2,0.5,90,1,0,0,0.00,0.00,0.00,1.68,0,514,303,211,0.0,a,
Mingueza,CRY,DEF,4.4,0.1,2,0.5,16,0,0,0,0.00,0.00,0.00,0.33,2,107,407,-300,0.0,a,
Lerma,CRY,MID,4.9,0.1,1,0.2,6,0,0,0,0.00,0.00,0.00,0.48,1,72,315,-243,0.0,a,
Doucouré,CRY,MID,4.9,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,109,349,-240,0.0,a,
Drakes-Thomas,CRY,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,139,373,-234,0.0,a,
McNeil,CRY,MID,5.4,0.1,3,0.8,84,1,0,0,0.05,0.02,0.07,1.18,7,63,587,-524,0.0,a,
Johnson,EVE,MID,5.9,0.1,6,1.5,173,2,0,0,0.21,0.22,0.43,2.67,18,566,520,46,0.0,a,
Aznou,EVE,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,722,-722,0.0,u,0
Garner,EVE,MID,6.0,0.1,8,2.0,238,3,0,0,0.04,0.13,0.17,2.01,36,2775,873,1902,0.0,a,100
Alcaraz,EVE,MID,4.9,0.1,1,0.2,5,0,0,0,0.05,0.02,0.07,0.04,3,178,414,-236,0.0,a,
Graham,EVE,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,1028,982,46,0.0,a,
McNally,FUL,GKP,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,386,-386,0.0,u,0
Andersen,FUL,DEF,5.0,0.1,2,0.5,180,2,0,0,0.00,0.10,0.10,3.99,15,685,749,-64,0.0,a,100
Charles,FUL,MID,5.0,0.1,9,2.2,213,2,0,0,0.09,0.14,0.23,5.05,33,273,234,39,0.0,a,
De Fougerolles,FUL,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,567,-567,0.0,u,0
Butland,HUL,GKP,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,32,265,-233,0.0,i,0
McCarthy,HUL,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,569,375,194,0.0,a,
McNair,HUL,DEF,4.0,0.1,1,0.2,26,0,0,0,0.00,0.00,0.00,0.96,2,278,353,-75,0.0,a,100
Zambrano,HUL,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,642,461,181,0.0,a,100
Hjertø-Dahl,HUL,MID,4.9,0.1,1,0.2,8,0,0,0,0.00,0.00,0.00,0.00,1,104,330,-226,0.0,a,
Stroud,HUL,MID,5.0,0.1,7,1.8,249,4,0,0,0.06,0.05,0.11,4.32,20,221,332,-111,0.0,a,
Vaz,HUL,FWD,5.0,0.1,1,0.5,8,0,0,0,0.00,0.00,0.00,0.18,1,2217,517,1700,0.0,a,
Lukić,IPS,MID,5.0,0.1,9,2.2,328,4,0,1,0.02,0.16,0.18,5.61,31,96,481,-385,0.0,a,
Johnson,IPS,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,487,-487,0.0,u,0
Núñez,IPS,MID,5.0,0.1,6,1.5,140,2,0,0,0.03,0.05,0.08,3.48,21,106,752,-646,0.0,a,
Hirst,IPS,FWD,5.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,480,-480,0.0,u,0
Philogene,IPS,MID,5.4,0.1,1,0.2,28,0,0,0,0.02,0.00,0.01,0.41,3,36,142,-106,0.0,a,100
Al-Hamadi,IPS,FWD,5.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,369,-369,0.0,u,0
Florentino,IPS,MID,4.9,0.1,1,0.2,13,0,0,0,0.00,0.01,0.01,0.27,2,63,256,-193,0.0,a,100
Flemming,IPS,FWD,5.5,0.1,6,3.0,51,0,1,0,0.54,0.01,0.55,0.47,2,1786,384,1402,0.0,a,
Gudmundsson,LEE,DEF,4.5,0.1,3,0.8,144,2,0,0,0.00,0.18,0.18,2.46,8,346,144,202,0.0,a,100
Longstaff,LEE,MID,4.9,0.1,1,0.2,8,0,0,0,0.00,0.00,0.00,0.07,0,158,474,-316,0.0,a,
James,LEE,MID,4.9,0.1,1,0.2,22,0,0,0,0.24,0.01,0.25,0.93,2,239,478,-239,-0.1,a,
Piroe,LEE,FWD,5.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,404,-404,0.0,u,0
Mateo Joseph,LEE,FWD,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,221,248,-27,0.0,i,0
Lienou,LEE,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,499,345,154,0.0,a,
Cresswell,LEE,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,580,673,-93,0.0,a,
Mamardashvili,LIV,GKP,4.9,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,143,641,-498,0.0,a,
Lucky,LIV,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,350,491,-141,0.0,a,
Tsimikas,LIV,DEF,4.9,0.1,2,0.5,64,1,0,0,0.04,0.02,0.06,0.47,3,165,267,-102,0.0,a,
Ramsay,LIV,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,489,-489,0.0,u,0
Endo,LIV,MID,4.9,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,161,405,-244,0.0,a,100
Ekitiké,LIV,FWD,7.4,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,175,554,-379,0.0,i,0
Kovačić,MCI,MID,5.4,0.1,2,0.5,42,0,0,0,0.00,0.02,0.02,0.10,2,108,432,-324,0.0,a,
Mukasa,MCI,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,726,-726,0.0,u,0
McAidoo,MCI,MID,4.5,0.1,2,0.7,11,0,0,0,0.10,0.00,0.10,0.02,4,555,862,-307,0.0,a,
Baleba,MUN,MID,4.9,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,254,810,-556,-0.1,i,0
Heaton,MUN,GKP,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,126,175,-49,0.0,i,0
Lacey,MUN,MID,4.9,0.1,1,0.2,10,0,0,0,0.00,0.00,0.00,0.00,1,71,258,-187,0.0,a,
Livramento,NEW,DEF,4.9,0.1,1,0.2,1,0,0,0,0.00,0.00,0.00,0.02,0,1087,330,757,0.0,a,100
A.Murphy,NEW,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,284,-284,0.0,u,0
J.Murphy,NEW,MID,5.9,0.1,2,0.5,89,1,0,0,0.00,0.33,0.33,2.81,10,363,562,-199,0.0,a,
L.Miley,NEW,MID,5.5,0.1,7,1.8,281,4,0,0,0.05,0.08,0.13,5.74,34,311,351,-40,0.0,a,100
Touré,NEW,MID,5.8,0.1,1,0.2,1,0,0,0,0.00,0.00,0.00,0.00,0,147,695,-548,0.0,a,
Steur,NEW,MID,4.9,0.1,4,1.0,122,1,0,0,0.00,0.01,0.01,2.96,12,109,387,-278,0.0,a,
Bamba,NEW,MID,4.9,0.1,1,0.2,14,0,0,0,0.00,0.00,0.00,1.04,2,136,410,-274,0.0,a,
Fernandez-Pardo,NEW,FWD,6.0,0.1,2,1.0,81,1,0,0,0.00,0.01,0.01,1.39,3,1331,574,757,0.0,a,
John,NFO,GKP,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,61,130,-69,0.0,a,
Bindon,NFO,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,560,-560,0.0,u,0
Hutchinson,NFO,MID,5.4,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,494,-494,0.0,u,0
McAtee,NFO,MID,5.5,0.1,10,2.5,334,4,0,0,0.16,0.92,1.08,3.88,35,994,519,475,0.0,a,
Dominguez,NFO,MID,4.9,0.1,1,0.2,1,0,0,0,0.00,0.00,0.00,0.00,0,99,290,-191,0.0,a,
Kalimuendo,NFO,FWD,5.4,0.1,1,0.2,1,0,0,0,0.00,0.00,0.00,0.00,0,219,334,-115,0.0,a,
Schlager,NFO,MID,5.0,0.1,11,2.8,286,3,0,0,0.14,0.08,0.22,3.76,42,880,413,467,0.0,a,
Benda,NFO,GKP,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,167,206,-39,0.0,a,
Vicario,TOT,GKP,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,827,-827,0.0,u,0
Romero,TOT,DEF,5.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,300,-300,0.0,u,0
Byfield,TOT,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,239,220,19,0.0,a,
Rowswell,TOT,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,277,271,6,0.0,a,
Kudus,TOT,MID,6.5,0.1,3,0.8,78,0,0,0,0.04,0.22,0.26,1.11,7,664,1145,-481,0.0,a,100
P.M.Sarr,TOT,MID,4.9,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,1000,-1000,0.0,u,0
Moore,TOT,MID,5.0,0.1,3,0.8,89,1,0,0,0.40,0.02,0.42,3.26,3,0,807,-807,0.0,u,0
Mudryk,TOT,MID,5.4,0.1,1,0.2,16,0,0,0,0.00,0.00,0.00,0.16,0,17,1191,-1174,0.0,i,0
Williams-Barnett,TOT,MID,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,326,722,-396,0.0,a,
Patterson,SUN,GKP,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,370,-370,0.0,u,0
Ellborg,SUN,GKP,4.5,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,52,192,-140,0.0,a,
Masuaku,SUN,DEF,4.0,0.1,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,589,-589,0.0,u,0
Talbi,SUN,MID,5.3,0.1,1,0.2,31,0,0,0,0.00,0.00,0.00,0.14,2,98,694,-596,-0.1,a,
N.Angulo,SUN,MID,5.0,0.1,12,3.0,254,4,1,0,0.15,0.12,0.27,3.81,20,332,863,-531,0.0,a,
Meslier,ARS,GKP,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,36,92,-56,0.0,a,
Nwaneri,ARS,MID,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,65,-65,0.0,u,0
Fábio Vieira,ARS,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,41,-41,0.0,u,0
Nelson,ARS,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,23,-23,0.0,u,0
Onana,AVL,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,29,95,-66,-0.1,i,0
Iling Jr,AVL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,11,-11,0.0,u,0
Alysson,AVL,MID,5.0,0.0,8,2.0,87,0,1,0,0.06,0.00,0.06,2.40,8,669,193,476,0.0,a,
Gomes,AVL,MID,5.5,0.0,-2,-0.5,39,1,0,0,0.00,0.01,0.01,2.58,7,201,106,95,0.0,a,100
Goretzka,AVL,MID,6.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,24,788,-764,0.0,i,0
Harwood-Bellis,AVL,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,129,158,-29,0.0,a,
Milosavljević,BOU,DEF,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,17,37,-20,-0.1,i,0
J.Araujo,BOU,DEF,4.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,25,59,-34,0.0,i,0
Christie,BOU,MID,5.0,0.0,3,0.8,28,0,0,0,0.00,0.12,0.12,0.24,9,213,269,-56,0.0,a,100
Tóth.A,BOU,MID,5.0,0.0,1,0.2,15,0,0,0,0.00,0.00,0.00,0.31,2,23,50,-27,0.0,a,
Adli,BOU,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,11,108,-97,0.0,i,0
Enes Ünal,BOU,FWD,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,47,-47,0.0,u,0
Di Gregorio,BOU,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,153,240,-87,0.0,a,
Ji-soo,BRE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,29,67,-38,0.0,a,
Milambo,BRE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,8,10,-2,0.0,i,0
Carvalho,BRE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,83,140,-57,0.0,a,100
Dasilva,BRE,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,3,126,-123,0.0,i,0
Nunes,BRE,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,1105,202,903,0.0,a,
Coppola,BHA,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,96,95,1,0.0,a,
Igor,BHA,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,388,-388,0.0,u,0
Costinha,BHA,DEF,4.5,0.0,3,0.8,54,0,0,0,0.12,0.16,0.28,0.28,6,71,115,-44,0.0,a,
Mitoma,BHA,MID,5.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,24,132,-108,0.0,i,0
Minteh,BHA,MID,5.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,11,220,-209,0.0,i,0
Buonanotte,BHA,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,8,-8,0.0,u,0
Howell,BHA,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,188,-188,0.0,u,0
Watson,BHA,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,5,-5,0.0,u,0
Yohanna,BHA,MID,4.9,0.0,1,0.2,12,0,0,0,0.00,0.03,0.03,0.00,0,12,551,-539,0.0,i,0
Tzimas,BHA,FWD,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,23,34,-11,-0.1,i,0
Ferguson,BHA,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,104,182,-78,0.0,i,0
Osman,BHA,MID,5.0,0.0,3,0.8,40,0,0,0,0.05,0.07,0.12,0.32,4,60,82,-22,0.0,a,
Hadjam,BHA,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,145,289,-144,0.0,a,
Cozier-Duberry,BHA,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,7,-7,0.0,u,0
Andrés,BHA,MID,5.5,0.0,4,2.0,25,0,0,1,0.24,0.01,0.25,0.22,4,145,78,67,0.0,a,
Azeez,BHA,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,37,15,22,0.0,d,75
Ibrahim,BHA,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,532,87,445,0.0,a,
Henderson,CHE,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,17,228,-211,0.0,i,0
Jörgensen,CHE,GKP,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,26,-26,0.0,u,0
B.Badiashile,CHE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,61,-61,0.0,u,0
M.Sarr,CHE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,191,-191,0.0,u,0
Gittens,CHE,MID,5.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,52,198,-146,0.0,a,
Quenda,CHE,MID,5.3,0.0,1,0.2,8,0,0,0,0.00,0.00,0.00,0.09,1,50,265,-215,-0.1,a,100
Anselmino,CHE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,107,85,22,0.0,a,100
Kesler-Hayden,COV,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,176,-131,0.0,i,0
Latibeaudiere,COV,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,69,125,-56,0.0,a,
Brau,COV,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,110,-110,0.0,u,0
Eccles,COV,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,6,137,-131,0.0,i,0
Markelo,COV,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,53,-53,0.0,u,0
Bassette,COV,FWD,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,135,-135,0.0,u,0
Gboho,COV,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,12,48,0.0,a,
Guessand,CRY,MID,5.5,0.0,2,0.5,54,0,0,0,0.03,0.03,0.06,0.34,2,130,385,-255,0.0,a,
Sosa,CRY,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,129,-129,0.0,u,0
Chadi Riad,CRY,DEF,4.4,0.0,1,0.2,72,1,0,0,0.00,0.01,0.01,0.98,7,10,154,-144,0.0,i,0
Devenny,CRY,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,53,-53,0.0,u,0
Esse,CRY,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,189,-189,0.0,u,0
M.França,CRY,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,327,-327,0.0,u,0
J.Rak-Sakyi,CRY,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,62,-62,0.0,u,0
Cardines,CRY,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,3,-3,0.0,u,0
Uche,CRY,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,u,0
Gozo,CRY,MID,5.0,0.0,2,0.5,28,0,0,0,0.00,0.00,0.00,0.68,1,38,73,-35,0.0,a,
Ahanor,CRY,DEF,4.5,0.0,3,1.5,90,1,0,0,0.00,0.01,0.01,1.68,11,346,68,278,0.0,a,
Timber,CRY,MID,5.0,0.0,6,3.0,163,2,0,0,0.12,0.03,0.15,4.25,22,632,199,433,0.0,a,
Osorio,CRY,MID,5.5,0.0,1,0.5,1,0,0,0,0.00,0.00,0.00,0.13,1,37,73,-36,0.0,a,
Nørgaard,EVE,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,17,315,-298,0.0,i,0
Travers,EVE,GKP,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,227,184,43,0.0,a,
King,EVE,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,81,117,-36,0.0,a,
Patterson,EVE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,159,-159,0.0,u,0
Dibling,EVE,MID,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,69,144,-75,0.0,a,
Röhl,EVE,MID,4.9,0.0,6,1.5,249,3,0,0,0.00,0.20,0.20,4.52,24,135,397,-262,-0.1,a,
J.Cuenca,FUL,DEF,4.5,0.0,3,0.8,90,1,0,0,0.00,0.03,0.03,2.24,10,35,130,-95,0.0,a,
Kevin,FUL,MID,5.3,0.0,3,0.8,42,0,0,0,0.03,0.12,0.15,0.74,6,244,266,-22,-0.1,a,
Cairney,FUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,6,19,-13,0.0,i,0
Larsson,FUL,MID,5.0,0.0,2,1.0,24,0,0,0,0.13,0.23,0.36,0.46,2,69,41,28,0.0,a,
Ángel,FUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,28,30,-2,0.0,a,
Affengruber,FUL,DEF,4.5,0.0,8,4.0,90,1,0,0,0.00,0.00,0.00,1.28,12,1008,161,847,0.0,a,
Iroegbunam,HUL,MID,5.0,0.0,1,0.2,25,0,0,0,0.00,0.00,0.00,0.35,2,194,112,82,0.0,a,100
Cartwright,HUL,GKP,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,22,-22,0.0,u,0
Lo-Tutala,HUL,GKP,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,66,-66,0.0,u,0
Drameh,HUL,DEF,4.0,0.0,2,0.5,65,0,0,0,0.05,0.00,0.05,0.87,6,0,305,-305,0.0,u,0
Jacob,HUL,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,47,-47,0.0,u,0
Millar,HUL,MID,5.0,0.0,6,1.5,50,0,1,0,0.58,0.00,0.58,0.87,4,0,471,-471,0.0,u,0
Matazo,HUL,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,20,32,-12,0.0,i,0
Ömür,HUL,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,132,138,-6,0.0,a,
Kamara,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,16,-16,0.0,u,0
Akintola,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,680,-680,0.0,u,0
Gyabi,HUL,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,19,87,-68,0.0,i,0
Burstow,HUL,FWD,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,177,-177,0.0,u,0
Gelhardt,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,122,96,26,0.0,a,100
Morita,HUL,MID,5.0,0.0,1,0.2,45,1,0,0,0.00,0.00,0.00,1.09,3,5,222,-217,0.0,i,0
Gourna-Douath,HUL,MID,5.0,0.0,3,0.8,126,1,0,0,0.00,0.02,0.02,2.13,16,59,111,-52,0.0,a,
Cho,HUL,MID,5.0,0.0,3,1.0,45,0,0,0,0.52,0.16,0.68,0.82,2,135,97,38,0.0,a,
Ansah,HUL,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,631,-576,0.0,i,0
Thomas,HUL,MID,5.5,0.0,2,1.0,57,0,0,0,0.02,0.07,0.09,0.76,5,474,185,289,0.0,a,
Mouzakitis,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,93,43,50,0.0,a,
Matusiwa,IPS,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,22,15,7,0.0,a,100
Burns,IPS,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,11,-11,0.0,u,0
Taylor,IPS,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,28,165,-137,0.0,i,0
